Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Total Energy Cost (USD),Per Capita Energy Cost (USD),Carbon Intensity (kg CO₂/kWh),Renewable Energy Consumption (TWh),Fossil Fuel Energy Consumption (TWh),Industrial Energy Consumption (TWh),Household Energy Consumption (TWh),Industrial Energy Cost (USD),Household Energy Cost (USD),Region
Brazil,2019,143.27,30320.16,36.02,78.09,43.96,27.05,4830.04,0.41,58740700000.0,12431.265599999999,0.03371284986389335,51.60585400000001,111.87954300000001,62.98149200000001,38.754535000000004,25822411720.0,15889359350.000002,South America
USA,2022,5249.78,35608.73,69.68,62.72,54.8,15.08,4092.76,0.21,1102453800000.0,7477.8333,0.0007796060025372491,3658.046704,3292.6620159999998,2876.8794399999997,791.6668239999999,604144682399.9999,166250033039.99997,
Brazil,2024,2249.82,47588.55,18.13,63.68,40.6,24.47,1729.65,0.27,607451400000.0,12848.908500000001,0.0007687948369202869,407.89236600000004,1432.6853760000001,913.4269200000001,550.530954,246625268400.00006,148643357580.0,South America
India,2017,7460.64,22771.43,11.59,47.03,34.79,28.44,194.07,0.22,1641340800000.0,5009.7146,2.601251367174934e-05,864.6881760000001,3508.7389920000005,2595.556656,2121.8060160000005,571022464320.0,466797323520.0001,Asia
Germany,2008,526.37,7274.91,58.62,16.82,46.03,36.39,1437.71,0.09,47373300000.0,654.7419,0.0027313676691300796,308.558094,88.53543400000001,242.28811100000001,191.546043,21805929990.0,17239143870.0,Europe
Russia,2018,8332.39,33612.97,5.85,56.69,26.9,17.35,662.42,0.2,1666478000000.0,6722.594000000001,7.949939933200439e-05,487.44481499999995,4723.631891,2241.4129099999996,1445.6696650000001,448282581999.99994,289133933000.00006,Asia
Canada,2021,8397.11,48025.06,73.15,20.34,26.47,15.58,2170.87,0.48,4030612800000.0005,23052.028799999996,0.00025852584996504746,6142.485965000001,1707.9721740000002,2222.715017,1308.269738,1066903208160.0,627969474240.0,North America
Brazil,2003,8345.37,35011.7,10.68,27.2,53.31,15.2,4700.64,0.1,834537000000.0001,3501.17,0.0005632632226012747,891.285516,2269.9406400000003,4448.916747000001,1268.4962400000002,444891674700.0001,126849624000.00003,South America
China,2000,1610.43,40264.4,49.57,59.53,21.67,20.81,2587.46,0.3,483129000000.0,12079.32,0.001606688896754283,798.290151,958.6889790000001,348.980181,335.130483,104694054300.0,100539144900.0,Asia
Australia,2008,6341.02,21426.07,67.91,55.99,52.15,29.48,2265.17,0.49,3107099800000.0,10498.7743,0.0003572248628769504,4306.1866820000005,3550.337098,3306.8419300000005,1869.3326960000004,1620352545700.0002,915973021040.0002,Australia/Oceania
Australia,2014,242.24,5274.93,25.57,32.0,31.62,30.16,1118.0,0.06,14534400000.0,316.49580000000003,0.004615257595772787,61.940768000000006,77.5168,76.596288,73.059584,4595777280.0,4383575040.0,Australia/Oceania
UK,2021,8494.83,8859.66,13.8,64.04,39.32,16.33,3126.11,0.08,679586400000.0,708.7728,0.0003680014785463629,1172.28654,5440.089132000001,3340.167156,1387.205739,267213372480.0,110976459120.0,Europe
UK,2007,7257.45,49141.41,19.93,75.75,41.74,13.94,2304.1,0.46,3338427000000.0,22605.048600000002,0.0003174806578068054,1446.409785,5497.518375000001,3029.25963,1011.6885299999999,1393459429800.0,465376723799.99994,Europe
Australia,2014,5358.42,24912.62,77.65,48.17,50.68,23.46,3874.95,0.38,2036199600000.0,9466.7956,0.000723151600658403,4160.8131300000005,2581.150914,2715.647256,1257.085332,1031945957280.0,477692426160.0,Australia/Oceania
Japan,2014,7332.86,1095.02,64.99,57.44,55.35,14.24,2604.8,0.3,2199858000000.0,328.506,0.00035522292802535435,4765.625714,4211.9947839999995,4058.7380099999996,1044.1992639999999,1217621402999.9998,313259779199.99994,Asia
Russia,2017,1033.81,47790.68,21.84,29.02,52.17,34.39,4438.55,0.29,299804900000.0,13859.297199999999,0.004293390468267864,225.78410399999996,300.011662,539.3386770000001,355.52725899999996,156408216330.0,103102905109.99997,Asia
Russia,2006,5333.69,25140.11,65.87,77.96,42.89,12.52,3925.92,0.49,2613508100000.0,12318.6539,0.0007360607759356094,3513.301603,4158.144723999999,2287.619641,667.7779879999999,1120933624090.0,327211214119.99994,Asia
USA,2021,2983.64,41895.29,65.23,29.16,33.92,32.56,768.07,0.06,179018400000.0,2513.7174,0.00025742716949766055,1946.228372,870.029424,1012.0506879999999,971.4731840000001,60723041279.99999,58288391040.0,
Brazil,2017,9728.93,27648.68,89.81,72.12,41.06,11.28,723.21,0.17,1653918100000.0,4700.2756,7.433602667508143e-05,8737.552033,7016.5043160000005,3994.6986580000003,1097.423304,679098771860.0001,186561961680.0,South America
Canada,2015,8585.47,5534.26,38.28,74.95,21.2,34.21,170.54,0.19,1631239299999.9998,1051.5094000000001,1.9863793129554935e-05,3286.517916,6434.809765,1820.11964,2937.089287,345822731600.0,558046964530.0,North America
Australia,2001,7359.43,30970.69,78.51,60.37,29.8,28.81,1876.6,0.1,735943000000.0,3097.069,0.0002549925741531613,5777.888493000001,4442.887891,2193.1101400000002,2120.251783,219311014000.00003,212025178300.00003,Australia/Oceania
Brazil,2003,9344.1,49871.31,42.95,66.81,34.65,19.67,320.36,0.21,1962261000000.0,10472.9751,3.4284735822604635e-05,4013.2909500000005,6242.79321,3237.73065,1837.98447,679923436500.0,385976738700.0,South America
Russia,2019,3533.75,2219.52,81.31,42.05,32.79,22.17,2277.26,0.22,777425000000.0,488.2944,0.0006444315528829148,2873.2921250000004,1485.941875,1158.716625,783.432375,254917657500.0,172355122500.0,Asia
India,2015,9018.71,42168.81,12.79,74.37,23.81,30.21,1244.7,0.48,4328980800000.0,20241.028799999996,0.00013801308612872571,1153.4930089999998,6707.214627,2147.3548509999996,2724.552291,1030730328479.9998,1307785099680.0,Asia
Australia,2002,3319.86,12156.3,19.9,61.99,22.03,15.57,2516.28,0.25,829965000000.0,3039.075,0.0007579476242974101,660.6521399999999,2057.981214,731.3651580000001,516.902202,182841289500.00003,129225550500.0,Australia/Oceania
Brazil,2023,7354.69,19996.38,77.25,32.87,36.83,36.71,833.6,0.47,3456704300000.0,9398.2986,0.00011334264258588737,5681.498025,2417.4866029999994,2708.7323269999997,2699.9066989999997,1273104193689.9998,1268956148529.9998,South America
Russia,2022,7390.53,18949.12,74.64,12.45,22.99,24.49,2768.49,0.41,3030117300000.0,7769.139199999999,0.0003745996565875519,5516.291592,920.1209849999999,1699.082847,1809.9407969999997,696623967270.0,742075726769.9999,Asia
Germany,2001,281.66,44990.46,30.96,47.85,31.45,32.8,4833.85,0.38,107030800000.0,17096.3748,0.017162003834410283,87.201936,134.77431,88.58207,92.38448,33661186600.0,35106102400.0,Europe
Russia,2002,3674.49,25472.07,55.73,68.85,38.99,25.2,3204.3,0.2,734898000000.0,5094.414000000001,0.0008720393850575182,2047.7932769999998,2529.886365,1432.683651,925.9714799999998,286536730200.0,185194295999.99997,Asia
UK,2024,292.38,22635.13,37.53,70.25,28.4,23.57,2843.73,0.24,70171200000.0,5432.4312,0.00972614405910117,109.73021399999999,205.39695,83.03591999999999,68.913966,19928620799.999996,16539351840.0,Europe
China,2004,9971.21,40992.24,5.88,68.46,23.18,24.09,3950.83,0.07,697984700000.0001,2869.4568,0.000396223728113238,586.307148,6826.290365999998,2311.326478,2402.064489,161792853460.00003,168144514230.00003,Asia
Japan,2001,1309.75,2920.9,7.22,25.03,37.29,20.89,77.56,0.22,288145000000.0,642.5980000000001,5.921740790227143e-05,94.56395,327.83042500000005,488.405775,273.606775,107449270500.0,60193490500.00001,Asia
Japan,2018,5473.83,4779.59,9.61,39.83,37.94,31.98,1448.19,0.44,2408485200000.0,2103.0196,0.000264566126459901,526.0350629999999,2180.226489,2076.771102,1750.5308340000001,913779284880.0001,770233566960.0001,Asia
UK,2023,7926.51,1573.6,55.5,52.97,56.62,35.38,4935.54,0.4,3170604000000.0,629.44,0.0006226624327730615,4399.21305,4198.672347000001,4487.989962,2804.3992380000004,1795195984800.0,1121759695200.0002,Europe
UK,2019,2092.51,34555.15,28.73,56.73,25.11,35.63,3923.96,0.41,857929100000.0,14167.611499999999,0.0018752407395902526,601.178123,1187.080923,525.429261,745.561313,215425997010.0,305680138330.0,Europe
Australia,2001,4902.02,26518.0,17.24,33.42,44.6,13.63,496.82,0.15,735303000000.0,3977.7,0.00010135005569132725,845.108248,1638.2550840000001,2186.30092,668.1453260000001,327945138000.0,100221798900.00002,Australia/Oceania
Germany,2001,6113.54,43863.1,85.0,58.48,32.79,32.84,1665.98,0.14,855895600000.0001,6140.834000000001,0.0002725066001040314,5196.509,3575.198192,2004.629766,2007.6865360000002,280648167240.0,281076115040.00006,Europe
Germany,2021,1686.03,25177.38,15.31,51.36,24.94,16.0,2227.33,0.35,590110500000.0,8812.083,0.001321050040627984,258.131193,865.9450079999999,420.495882,269.7648,147173558700.0,94417679999.99998,Europe
Australia,2023,7807.7,11480.07,62.29,49.67,35.73,10.37,4676.19,0.34,2654618000000.0,3903.2238,0.0005989202966302496,4863.41633,3878.0845900000004,2789.69121,809.6584899999999,948495011400.0001,275283886600.0,Australia/Oceania
Brazil,2022,3063.43,40354.79,81.0,56.41,37.12,18.26,2951.63,0.14,428880200000.00006,5649.6706,0.0009635049601263943,2481.3783,1728.0808629999997,1137.145216,559.382318,159200330240.0,78313524520.0,South America
Australia,2019,2189.13,15069.03,18.93,52.24,34.54,18.79,432.27,0.37,809978100000.0,5575.5411,0.00019746200545422155,414.402309,1143.6015120000002,756.125502,411.33752699999997,279766435740.0,152194884989.99997,Australia/Oceania
Canada,2017,5627.06,46816.64,23.25,21.68,50.63,34.29,2569.91,0.22,1237953200000.0,10299.6608,0.00045670563313702004,1308.29145,1219.9466080000002,2848.9804780000004,1929.518874,626775705160.0001,424494152280.0,North America
Canada,2024,4162.1,12895.98,53.77,71.21,53.57,32.27,1482.47,0.45,1872945000000.0002,5803.191,0.00035618317676173084,2237.9611700000005,2963.8314100000002,2229.63697,1343.1096700000003,1003336636500.0,604399351500.0001,North America
Japan,2019,9210.83,8802.17,48.22,26.84,25.95,12.54,1726.57,0.21,1934274300000.0,1848.4557,0.00018744999093458462,4441.462226,2472.186772,2390.210385,1155.0380819999998,501944180850.0,242557997219.99994,Asia
Russia,2024,8812.62,24919.54,49.29,62.11,26.72,19.78,615.63,0.15,1321893000000.0,3737.931,6.985777214948562e-05,4343.740398,5473.518282,2354.7320640000003,1743.1362360000003,353209809600.00006,261470435400.00003,Asia
Australia,2020,4885.17,3000.5,52.15,22.35,36.85,17.54,2320.84,0.14,683923800000.0001,420.07000000000005,0.00047507865642342027,2547.6161549999997,1091.835495,1800.1851450000001,856.858818,252025920300.00006,119960234520.00002,Australia/Oceania
Australia,2013,3656.71,2302.38,85.74,56.27,32.81,27.86,3363.95,0.45,1645519500000.0,1036.0710000000001,0.0009199389615255243,3135.2631539999998,2057.630717,1199.766551,1018.759406,539894947950.0,458441732700.0,Australia/Oceania
Brazil,2014,3322.63,25052.72,9.58,72.7,52.78,26.25,3809.78,0.44,1461957200000.0,11023.1968,0.0011466157832801123,318.30795400000005,2415.5520100000003,1753.6841140000001,872.190375,771621010160.0001,383763765000.0,South America
USA,2011,2748.88,11147.79,69.64,10.68,59.87,30.37,3492.17,0.24,659731200000.0,2675.4696,0.0012703973982130905,1914.320032,293.58038400000004,1645.7544560000001,834.834856,394981069440.0,200360365440.0,
Japan,2010,5491.02,962.96,24.76,78.58,27.24,37.32,3319.54,0.16,878563200000.0,154.0736,0.0006045397758522096,1359.576552,4314.843516000001,1495.753848,2049.248664,239320615680.0,327879786240.00006,Asia
Japan,2010,8069.29,15154.82,36.76,12.08,50.5,22.63,4352.62,0.18,1452472200000.0,2727.8676,0.0005394055734767247,2966.271004,974.770232,4074.99145,1826.080327,733498461000.0,328694458860.0,Asia
Japan,2006,3176.49,24129.68,12.59,10.8,44.29,29.68,1695.24,0.22,698827800000.0,5308.5296,0.0005336834052680789,399.92009099999996,343.06091999999995,1406.8674209999997,942.7822319999999,309510832619.99994,207412091039.99997,Asia
Russia,2011,1981.93,20017.29,42.88,70.03,45.78,37.55,1112.24,0.07,138735100000.0,1401.2103000000002,0.0005611903548561251,849.8515840000001,1387.9455790000002,907.3275540000001,744.214715,63512928780.000015,52095030050.00001,Asia
UK,2015,4807.29,7205.74,73.36,59.61,30.58,26.25,492.72,0.08,384583200000.0,576.4592,0.00010249433672609724,3526.6279440000003,2865.625569,1470.069282,1261.9136250000001,117605542560.0,100953090000.00002,Europe
India,2004,783.44,29193.9,13.39,17.41,23.89,19.25,870.25,0.47,368216800000.0,13721.133,0.0011108061880935362,104.90261600000002,136.396904,187.163816,150.81220000000002,87966993520.0,70881734000.00002,Asia
USA,2001,7042.66,35661.48,28.43,75.62,41.73,22.09,789.49,0.39,2746637400000.0,13907.977200000001,0.00011210110952395828,2002.228238,5325.659492000001,2938.9020179999998,1555.7235939999998,1146171787020.0,606732201659.9999,
Russia,2021,5231.75,33939.19,36.71,57.04,44.54,32.64,4566.86,0.42,2197335000000.0,14254.4598,0.0008729125053758303,1920.575425,2984.1902,2330.22145,1707.6432,978693009000.0,717210144000.0,Asia
Canada,2015,5014.11,19991.22,13.83,17.77,58.52,31.6,943.56,0.27,1353809700000.0,5397.629400000001,0.0001881809533496473,693.451413,891.0073469999999,2934.257172,1584.45876,792249436440.0,427803865200.0,North America
Brazil,2022,3074.41,7311.01,69.8,70.24,47.01,32.45,515.02,0.21,645626100000.0,1535.3121,0.00016751832058834053,2145.9381799999996,2159.4655839999996,1445.280141,997.646045,303508829610.0,209505669450.0,South America
UK,2014,9056.27,25224.6,71.89,43.66,37.75,32.3,2031.25,0.09,815064300000.0,2270.214,0.00022429212026584897,6510.552503000001,3953.9674819999996,3418.7419250000003,2925.17521,307686773250.00006,263265768900.0,Europe
Canada,2010,995.81,44576.37,76.05,29.47,59.76,37.61,889.57,0.3,298743000000.0,13372.911,0.0008933129813920326,757.3135049999999,293.46520699999996,595.096056,374.52414099999993,178528816800.0,112357242299.99998,North America
UK,2005,8711.26,23701.78,54.63,67.75,34.93,32.92,696.31,0.38,3310278800000.0,9006.6764,7.993217973060154e-05,4758.961338,5901.87865,3042.8431180000002,2867.746792,1156280384840.0,1089743780960.0,Europe
Germany,2012,3829.38,10186.21,48.12,61.69,26.5,35.66,1843.92,0.14,536113200000.00006,1426.0694,0.00048151920154176393,1842.6976559999998,2362.344522,1014.7857,1365.5569079999998,142069998000.0,191177967119.99997,Europe
Japan,2018,8818.17,5106.14,27.32,53.61,44.72,27.21,4600.95,0.23,2028179100000.0,1174.4122000000002,0.0005217579157580314,2409.124044,4727.420937,3943.485624,2399.424057,907001693520.0,551867533110.0,Asia
UK,2009,7314.74,47224.37,60.69,72.9,30.65,29.33,200.65,0.47,3437927800000.0,22195.4539,2.743091347060866e-05,4439.315705999999,5332.44546,2241.96781,2145.4132419999996,1053724870700.0,1008344223739.9998,Europe
China,2023,1131.29,37278.97,42.79,70.29,56.89,39.03,1078.2,0.43,486454700000.0,16029.9571,0.0009530712726179848,484.078991,795.183741,643.590881,441.54248699999994,276744078830.0,189863269409.99997,Asia
Japan,2018,8332.21,15991.87,87.52,25.88,37.11,36.11,4129.92,0.41,3416206099999.9995,6556.6667,0.0004956572145925272,7292.350191999999,2156.3759479999994,3092.083131,3008.7610309999995,1267754083710.0,1233592022709.9998,Asia
Japan,2004,6853.55,15119.94,87.3,71.51,25.98,33.32,1263.92,0.07,479748500000.00006,1058.3958000000002,0.00018441829416871548,5983.14915,4900.973605000001,1780.5522900000003,2283.6028600000004,124638660300.00003,159852200200.00006,Asia
Brazil,2024,419.79,44813.32,81.94,36.18,25.67,30.57,2233.4,0.12,50374800000.0,5377.5984,0.005320279187212654,343.975926,151.880022,107.76009300000001,128.329803,12931211160.000002,15399576360.0,South America
USA,2020,1423.66,9289.63,35.61,40.22,45.99,20.76,537.78,0.19,270495400000.0,1765.0296999999998,0.00037774468623126306,506.965326,572.596052,654.7412340000001,295.55181600000003,124400834460.00003,56154845040.000015,
Canada,2006,6392.72,26984.35,36.28,78.06,34.64,26.44,3986.11,0.19,1214616800000.0,5127.0265,0.0006235389630704927,2319.278816,4990.1572320000005,2214.438208,1690.2351680000002,420743259520.0,321144681920.00006,North America
UK,2010,6659.74,35818.46,77.48,63.19,34.55,11.65,3695.48,0.11,732571400000.0,3940.0306,0.0005548985395826264,5159.966552000001,4208.289706,2300.94017,775.8597100000001,253103418700.0,85344568100.00002,Europe
UK,2013,7491.85,20121.32,66.98,32.5,44.49,22.49,683.92,0.18,1348533000000.0,3621.8376,9.12885335397799e-05,5018.0411300000005,2434.85125,3333.1240650000004,1684.917065,599962331700.0001,303285071700.0,Europe
Germany,2022,7230.43,2475.17,64.87,55.35,28.86,13.36,4742.41,0.24,1735303200000.0,594.0408,0.0006558959840562733,4690.379941000001,4002.043005,2086.702098,965.985448,500808503520.00006,231836507520.0,Europe
Japan,2020,6629.25,11774.06,28.77,47.75,25.82,31.86,2973.59,0.07,464047500000.00006,824.1842,0.0004485560206659879,1907.235225,3165.466875,1711.67235,2112.07905,119817064500.00002,147845533500.0,Asia
Australia,2015,7685.77,45139.5,75.83,18.16,46.29,36.77,4000.88,0.23,1767727100000.0,10382.085000000001,0.0005205568212423739,5828.119391000001,1395.7358320000003,3557.742933,2826.0576290000004,818280874590.0,649993254670.0001,Australia/Oceania
India,2017,5793.35,26394.39,54.25,72.14,20.21,15.22,3830.81,0.27,1564204500000.0,7126.4853,0.0006612426316379988,3142.8923750000004,4179.32269,1170.836035,881.7478700000001,316125729450.0,238071924900.00006,Asia
Australia,2020,2681.83,40864.34,42.98,67.53,56.29,17.37,2619.41,0.07,187728100000.00003,2860.5038,0.0009767248483311768,1152.6505339999999,1811.0397990000001,1509.602107,465.833871,105672147490.00002,32608370970.000004,Australia/Oceania
UK,2022,9132.53,28006.43,78.56,64.44,27.32,35.71,3750.08,0.35,3196385500000.0,9802.2505,0.0004106288180821744,7174.515568,5885.002332,2495.007196,3261.2264630000004,873252518600.0,1141429262050.0,Europe
Australia,2022,280.32,47208.3,38.51,49.14,37.91,27.57,1227.1,0.09,25228800000.0,4248.747,0.0043774971461187214,107.951232,137.749248,106.26931199999999,77.284224,9564238079.999998,6955580160.0,Australia/Oceania
Brazil,2003,3728.96,45502.14,60.58,25.46,28.46,27.65,155.26,0.34,1267846400000.0,15470.7276,4.163627392087874e-05,2259.003968,949.393216,1061.262016,1031.0574399999998,360829085440.0,350559529599.99994,South America
China,2000,7315.82,24402.96,44.6,71.87,28.73,26.89,1743.28,0.5,3657910000000.0,12201.48,0.00023828907764269762,3262.85572,5257.879834,2101.835086,1967.223998,1050917543000.0,983611999000.0,Asia
UK,2021,4328.84,16254.56,55.38,34.71,53.4,16.55,804.89,0.08,346307200000.0,1300.3648,0.00018593664815516397,2397.311592,1502.5403640000002,2311.6005600000003,716.4230200000001,184928044800.00003,57313841600.00001,Europe
UK,2014,345.86,30282.6,8.45,11.41,43.4,17.3,4906.35,0.17,58796200000.00001,5148.042,0.01418594228878737,29.22517,39.462626,150.10324,59.833780000000004,25517550800.0,10171742600.000002,Europe
China,2013,753.21,33906.94,44.19,78.72,32.46,38.49,4621.94,0.11,82853100000.0,3729.7634000000003,0.006136323203356301,332.843499,592.926912,244.49196600000002,289.910529,26894116260.000004,31890158190.0,Asia
Canada,2018,6521.51,25168.58,52.3,70.28,30.04,31.7,763.48,0.22,1434732200000.0,5537.087600000001,0.00011707104642943123,3410.74973,4583.317228000001,1959.061604,2067.31867,430993552880.0,454810107400.0,North America
China,2004,9652.16,41203.02,46.88,53.59,28.51,12.71,1752.75,0.43,4150428800000.0,17717.2986,0.00018159147796969796,4524.932608,5172.592544,2751.830816,1226.789536,1183287250880.0,527519500480.0,Asia
Australia,2003,5563.45,9574.76,77.03,10.87,42.18,16.69,2571.12,0.47,2614821500000.0,4500.1372,0.0004621448921083141,4285.525535,604.7470149999999,2346.66321,928.539805,1102931708700.0,436413708350.0,Australia/Oceania
Brazil,2012,5116.9,17053.39,31.45,25.94,49.23,28.81,2023.71,0.43,2200267000000.0,7332.9577,0.00039549531943168715,1609.2650499999997,1327.32386,2519.04987,1474.17889,1083191444100.0,633896922700.0,South America
Germany,2017,3251.42,34475.63,80.15,41.64,30.14,18.5,3515.09,0.36,1170511200000.0,12411.226799999999,0.0010810937990170448,2606.0131300000003,1353.891288,979.9779880000001,601.5127,352792075680.00006,216544572000.0,Europe
Canada,2011,2641.24,12710.85,39.29,53.97,33.29,17.55,2542.42,0.37,977258800000.0,4703.0145,0.0009625857551755993,1037.743196,1425.477228,879.2687959999998,463.53761999999995,325329454519.99994,171508919399.99997,North America
Russia,2022,307.75,22272.31,64.03,59.57,48.81,16.07,2848.05,0.1,30775000000.0,2227.231,0.00925442729488221,197.05232500000002,183.326675,150.212775,49.455425000000005,15021277500.0,4945542500.000001,Asia
Germany,2020,2802.25,48204.81,12.37,65.18,49.49,15.57,3404.32,0.16,448360000000.0,7712.7696,0.001214852350789544,346.63832499999995,1826.5065500000003,1386.833525,436.31032500000003,221893364000.0,69809652000.00002,Europe
USA,2014,4546.19,31480.86,22.01,48.9,28.29,28.4,167.15,0.21,954699900000.0,6610.9806,3.6767051091133456e-05,1000.6164190000001,2223.0869099999995,1286.117151,1291.1179599999998,270084601710.0,271134771599.99994,
USA,2022,2059.7,47478.33,69.7,55.93,35.29,37.18,111.51,0.07,144179000000.0,3323.4831000000004,5.41389522746031e-05,1435.6109,1151.99021,726.86813,765.7964599999999,50880769100.00001,53605752200.0,
USA,2008,964.75,36260.85,6.05,66.79,54.8,20.83,931.71,0.42,405195000000.0,15229.556999999999,0.0009657527856957761,58.367375,644.356525,528.683,200.95742499999997,222046860000.0,84402118499.99998,
USA,2003,7205.51,36371.01,87.32,60.39,49.61,13.65,3605.61,0.17,1224936700000.0,6183.0717,0.0005003962245559301,6291.851331999999,4351.407489,3574.6535110000004,983.5521150000001,607691096870.0001,167203859550.00003,
Brazil,2004,8956.74,29796.93,21.2,76.84,26.5,13.73,1240.09,0.07,626971800000.0,2085.7851,0.00013845327652695064,1898.8288799999998,6882.359015999999,2373.5361,1229.760402,166147527000.00003,86083228140.00002,South America
Germany,2008,9374.04,7539.33,81.61,71.23,35.44,38.01,4604.88,0.08,749923200000.0,603.1464,0.0004912375027202785,7650.154044000001,6677.128692000001,3322.159776,3563.0726040000004,265772782080.0,285045808320.00006,Europe
Japan,2012,6218.19,26225.86,48.86,21.86,58.93,25.86,438.56,0.49,3046913100000.0,12850.6714,7.052856217002054e-05,3038.207634,1359.296334,3664.3793669999995,1608.0239339999998,1795545889829.9998,787931727659.9999,Asia
India,2009,622.47,13006.98,52.99,76.32,41.02,23.99,2920.55,0.46,286336200000.0,5983.2108,0.004691872700692403,329.84685300000007,475.069104,255.337194,149.330553,117455109240.0,68692054380.0,Asia
Canada,2015,7434.54,49934.29,12.15,24.29,48.77,36.72,176.46,0.48,3568579200000.0,23968.4592,2.3735160480675334e-05,903.2966100000001,1805.849766,3625.825158,2729.963088,1740396075840.0,1310382282240.0,North America
Russia,2012,1189.94,13714.62,36.04,79.39,23.68,25.21,4861.69,0.48,571171200000.0,6583.0176,0.004085659781165437,428.854376,944.6933660000001,281.77779200000003,299.983874,135253340160.00003,143992259520.0,Asia
Australia,2003,6730.51,11918.95,18.28,59.09,53.3,24.42,1107.67,0.41,2759509100000.0,4886.7695,0.0001645744527532089,1230.337228,3977.0583590000006,3587.3618300000003,1643.5905420000001,1470818350300.0,673872122220.0,Australia/Oceania
UK,2020,7815.72,31382.22,49.7,53.93,44.19,37.8,2958.8,0.17,1328672400000.0,5334.977400000001,0.000378570368436945,3884.4128400000004,4215.017796,3453.766668,2954.34216,587140333560.0,502238167200.00006,Europe
USA,2012,7286.06,25791.97,51.81,32.7,27.02,24.23,4767.62,0.2,1457212000000.0,5158.394,0.0006543481662242694,3774.907686,2382.5416200000004,1968.6934119999999,1765.412338,393738682400.0,353082467600.0,
Russia,2020,9523.65,1556.97,65.32,19.32,35.21,21.73,200.31,0.23,2190439500000.0,358.10310000000004,2.1032902301113544e-05,6220.848179999998,1839.96918,3353.277165,2069.489145,771253747950.0,475982503350.0,Asia
UK,2007,7407.65,6911.89,79.65,18.83,23.32,27.45,2588.04,0.4,2963060000000.0,2764.7560000000003,0.0003493739580028754,5900.193225,1394.860495,1727.4639799999998,2033.399925,690985592000.0,813359970000.0,Europe
India,2012,6962.78,40646.63,44.8,70.66,51.08,39.32,2657.23,0.47,3272506600000.0,19103.9161,0.000381633485475629,3119.32544,4919.900347999999,3556.5880239999997,2737.765096,1671596371279.9998,1286749595120.0,Asia
Russia,2014,2691.26,24442.75,24.84,40.27,49.8,38.91,1789.85,0.25,672815000000.0,6110.6875,0.0006650602320102851,668.508984,1083.770402,1340.24748,1047.169266,335061870000.0,261792316500.00003,Asia
Germany,2019,9255.21,7727.75,33.35,49.19,39.61,33.27,3290.04,0.19,1758489900000.0,1468.2725,0.00035547977841669716,3086.6125349999998,4552.637799,3665.988681,3079.2083669999997,696537849390.0,585049589729.9999,Europe
Russia,2019,1877.48,23529.51,77.0,75.23,38.08,24.98,2735.52,0.16,300396800000.0,3764.7216,0.0014570168523765899,1445.6596,1412.428204,714.944384,468.994504,114391101440.0,75039120640.0,Asia
USA,2012,9058.48,13030.88,17.4,27.87,38.54,36.44,1283.25,0.17,1539941600000.0,2215.2496,0.00014166283968171262,1576.1755199999998,2524.598376,3491.138192,3300.9101119999996,593493492640.0,561154719040.0,
India,2022,3195.36,11567.78,58.32,63.48,21.5,22.58,3541.28,0.05,159768000000.0,578.389,0.001108256972610285,1863.533952,2028.414528,687.0024000000001,721.512288,34350120000.000008,36075614400.0,Asia
Australia,2004,1388.62,47907.4,6.11,42.93,34.73,29.2,2357.55,0.16,222179200000.0,7665.184,0.0016977646872434503,84.84468199999999,596.134566,482.26772599999987,405.47704,77162836159.99998,64876326400.0,Australia/Oceania
Japan,2021,8284.16,18420.21,25.88,24.89,25.14,15.38,2378.04,0.18,1491148800000.0,3315.6377999999995,0.00028705867583436344,2143.940608,2061.927424,2082.637824,1274.103808,374874808320.0,229338685440.0,Asia
China,2021,124.7,2798.34,55.27,69.71,27.39,29.84,4762.01,0.4,49880000000.0,1119.336,0.038187730553327984,68.92169000000001,86.92837,34.155330000000006,37.210480000000004,13662132000.000004,14884192000.000004,Asia
USA,2005,8337.67,48531.17,43.8,57.6,58.48,18.28,2698.41,0.3,2501301000000.0,14559.350999999999,0.00032364077733947256,3651.89946,4802.49792,4875.869416,1524.1260760000002,1462760824800.0,457237822800.00006,
UK,2004,2696.89,39844.56,46.95,16.64,30.47,33.15,3934.05,0.2,539378000000.0,7968.912,0.0014587358030917093,1266.1898549999999,448.76249600000006,821.742383,894.0190349999998,164348476600.0,178803806999.99997,Europe
India,2012,8858.74,13093.46,61.15,47.92,39.34,22.42,4343.57,0.32,2834796800000.0,4189.9072,0.0004903146497131646,5417.11951,4245.108208,3485.0283160000004,1986.1295080000002,1115209061120.0002,635561442560.0001,Asia
Germany,2004,6945.64,20740.15,24.94,69.62,55.51,21.95,2924.61,0.4,2778256000000.0,8296.060000000001,0.00042107134835666694,1732.2426160000002,4835.5545680000005,3855.524764,1524.56798,1542209905600.0,609827192000.0,Europe
Brazil,2024,6695.21,43183.33,28.87,14.69,36.54,32.4,3942.55,0.32,2142467200000.0,13818.6656,0.0005888612903852157,1932.907127,983.5263489999999,2446.429734,2169.24804,782857514880.0,694159372800.0,South America
